rank,pair_type,score,source_1_id,source_2_id,s1_sample,s2_sample,s1_field,s2_field,same_field,s1_z,s2_z,delta_z,s1_logSigma,s2_logSigma,delta_logSigma,s1_Sigma_rank,s2_Sigma_rank,s1_color_AB,s2_color_AB,delta_color,s1_flux_ratio,s2_flux_ratio,s1_Av,s2_Av,delta_Av,sep_arcmin,sep_deg,higher_z_bluer,higher_z_lower_Sigma
112,III,276.5915,6756,41913,A,A,ceers-full,ceers-full,True,7.1361,5.246,1.8901,-4.153,-3.38,0.773,95,39,-2.375,-3.476,1.101,8.91,24.568,2.5,2.3000000000000003,0.2,3.67,0.0612,True,True
113,III,276.044,18893,32928,A,A,primer-cosmos-east,primer-cosmos-east,True,4.8477,4.4581,0.3896,-5.582,-4.027,1.555,292,71,-0.496,-2.067,1.571,1.58,6.712,0.1,1.7000000000000002,-1.6,4.28,0.0714,True,True
114,III,276.00199999999995,14605,46221,A,A,gds,gds,True,6.9281,4.0452,2.8828,-4.925,-4.548,0.377,223,158,-0.742,-1.771,1.029,1.981,5.111,2.5,-99.0,101.5,4.21,0.0701,True,True
115,III_weak,275.86400000000003,2981,22388,A,A,gds,gds,True,4.8122,7.1819,2.3696,-5.367,-2.943,2.424,283,38,-1.738,-0.785,-0.952,4.956,2.062,2.2,0.2,2.0,4.59,0.0765,True,False
116,III,275.56100000000004,20010,22049,A,A,ceers-full,ceers-full,True,8.9344,7.135,1.7994,-4.968,-4.149,0.819,228,94,-1.495,-2.575,1.08,3.964,10.714,3.7,2.5,1.2,4.39,0.0731,True,True
117,III,275.202,33774,69921,A,A,primer-uds-north,primer-uds-north,True,7.1376,5.6549,1.4828,-5.07,-4.553,0.517,241,161,-1.556,-2.906,1.349,4.193,14.531,2.9000000000000004,2.8000000000000003,0.1,3.85,0.0641,True,True
118,III,275.073,23868,35367,A,A,gds,gds,True,8.9276,5.4895,3.4382,-5.234,-3.899,1.335,261,56,-2.742,-3.012,0.269,12.498,16.019,2.6,2.3000000000000003,0.3,1.71,0.0286,True,True
119,III,274.2805,1544,14419,A,A,primer-uds-north,primer-uds-north,True,5.4635,4.8168,0.6467,-5.142,-4.606,0.536,252,178,-0.976,-2.546,1.57,2.456,10.429,1.0,0.9,0.1,1.97,0.0329,True,True
120,III,273.94,7242,13074,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6588,5.2148,0.444,-5.357,-3.796,1.561,282,46,-1.376,-2.885,1.509,3.55,14.255,2.0,2.5,-0.5,4.08,0.0679,True,True
121,III_weak,273.073,22388,46281,A,A,gds,gds,True,7.1819,4.7896,2.3922,-2.943,-4.676,1.733,38,188,-0.785,-2.09,1.304,2.062,6.853,0.2,-99.0,99.2,3.73,0.0621,True,False
122,III,272.93850000000003,32147,37563,A,A,gds,gds,True,4.6032,5.7131,1.1099,-4.148,-5.356,1.208,93,281,-1.802,-0.801,-1.001,5.257,2.091,2.6,0.1,2.5,3.93,0.0655,True,True
123,III,272.717,55902,61298,A,A,primer-uds-north,primer-uds-north,True,8.6704,5.2426,3.4278,-4.714,-4.394,0.32,195,124,-1.885,-2.719,0.834,5.677,12.237,2.9000000000000004,1.6,1.3,1.43,0.0238,True,True
124,III,272.348,50325,50988,A,A,primer-cosmos-east,primer-cosmos-east,True,6.4277,4.5265,1.9012,-5.032,-4.046,0.986,238,73,-1.079,-2.465,1.385,2.702,9.68,0.1,1.7000000000000002,-1.6,1.26,0.0211,True,True
125,III,272.279,35367,44531,A,A,gds,gds,True,5.4895,7.1241,1.6346,-3.899,-4.951,1.052,56,226,-3.012,-2.087,-0.924,16.019,6.839,2.3000000000000003,1.5,0.8,3.79,0.0631,True,True
126,III,272.12199999999996,32928,43445,A,A,primer-cosmos-east,primer-cosmos-east,True,4.4581,5.6969,1.2388,-4.027,-5.795,1.768,71,295,-2.067,-1.457,-0.61,6.712,3.826,1.7000000000000002,0.5,1.2,3.09,0.0515,True,True
127,III,271.9745,42093,72956,A,A,ceers-full,ceers-full,True,6.4459,8.9042,2.4583,-3.857,-4.596,0.74,52,175,-3.058,-1.699,-1.358,16.711,4.784,1.7000000000000002,2.1,-0.4,2.81,0.0469,True,True
128,III,271.735,19416,32237,A,A,primer-uds-north,primer-uds-north,True,5.4332,4.6122,0.821,-5.405,-3.896,1.509,285,55,-1.38,-2.263,0.883,3.565,8.04,1.9,1.2000000000000002,0.7,2.77,0.0461,True,True
129,III,271.682,5434,14605,A,A,gds,gds,True,4.1073,6.9281,2.8208,-4.431,-4.925,0.494,128,223,-2.133,-0.742,-1.391,7.135,1.981,1.3,2.5,-1.2,1.47,0.0245,True,True
130,III,270.90450000000004,11967,16563,A,A,primer-cosmos-east,primer-cosmos-east,True,5.4823,5.022,0.4603,-5.508,-4.017,1.49,286,70,-1.78,-2.766,0.986,5.15,12.775,3.1,1.8,1.3,2.04,0.0341,True,True
131,III,270.78200000000004,59568,66511,A,A,primer-uds-south,primer-uds-south,True,8.9016,7.1308,1.7708,-4.592,-4.004,0.589,173,66,-2.381,-4.011,1.631,8.958,40.221,2.7,3.2,-0.5,4.76,0.0794,True,True
132,I_conflict,270.625,20187,27072,A,A,primer-cosmos-east,primer-cosmos-east,True,6.6082,4.9571,1.651,-4.12,-2.262,1.857,88,37,-2.403,0.1,-2.503,9.146,0.912,2.4000000000000004,0.0,2.4,3.25,0.0541,False,True
133,III,270.3005,16563,26971,A,A,primer-cosmos-east,primer-cosmos-east,True,5.022,6.4067,1.3847,-4.017,-4.718,0.701,70,198,-2.766,-1.596,-1.17,12.775,4.347,1.8,0.5,1.3,2.98,0.0497,True,True
134,III,270.11350000000004,55902,71037,A,A,primer-uds-north,primer-uds-north,True,8.6704,6.8495,1.8209,-4.714,-4.008,0.705,195,68,-1.885,-2.919,1.033,5.677,14.703,2.9000000000000004,1.4,1.5,4.79,0.0798,True,True
135,III,269.89649999999995,52856,57944,A,A,primer-uds-north,primer-uds-north,True,6.3209,5.2898,1.0311,-5.287,-4.472,0.816,272,137,-0.498,-2.197,1.699,1.582,7.561,0.0,1.7000000000000002,-1.7,2.1,0.035,True,True
136,III,269.8655,57469,68006,A,A,primer-uds-north,primer-uds-north,True,5.668,5.1603,0.5077,-4.467,-3.797,0.67,135,47,-1.644,-3.087,1.443,4.547,17.174,3.1,1.4,1.7,1.36,0.0226,True,True
137,III,269.851,26495,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,5.0196,6.411,1.3914,-4.014,-4.715,0.701,69,197,-2.764,-1.605,-1.159,12.75,4.385,1.8,0.5,1.3,2.98,0.0497,True,True
138,III,269.78,9246,20010,A,A,ceers-full,ceers-full,True,4.6044,8.9344,4.33,-4.241,-4.968,0.726,107,228,-2.256,-1.495,-0.761,7.989,3.964,1.0,3.7,-2.7,0.78,0.013,True,True
139,III,269.728,28748,72956,A,A,ceers-full,ceers-full,True,4.753,8.9042,4.1512,-3.889,-4.596,0.707,54,175,-2.524,-1.699,-0.825,10.224,4.784,1.3,2.1,-0.8,4.11,0.0684,True,True
140,III,269.5225,21620,26495,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.0196,3.0675,-4.626,-4.014,0.612,182,69,-2.061,-2.764,0.703,6.675,12.75,3.7,1.8,1.9,3.57,0.0595,True,True
141,III,269.074,26495,32535,A,A,primer-cosmos-west,primer-cosmos-west,True,5.0196,5.7492,0.7296,-4.014,-4.325,0.311,69,118,-2.764,-1.188,-1.576,12.75,2.987,1.8,0.6000000000000001,1.2,3.39,0.0565,True,True
142,III,268.73249999999996,37563,46281,A,A,gds,gds,True,5.7131,4.7896,0.9235,-5.356,-4.676,0.681,281,188,-0.801,-2.09,1.289,2.091,6.853,0.1,-99.0,99.1,1.68,0.028,True,True
143,III,268.631,24464,41913,A,A,ceers-full,ceers-full,True,5.6554,5.246,0.4094,-4.238,-3.38,0.858,106,39,-2.141,-3.476,1.335,7.184,24.568,2.7,2.3000000000000003,0.4,3.1,0.0517,True,True
144,III,268.49850000000004,68816,72956,A,A,ceers-full,ceers-full,True,4.5323,8.9042,4.3719,-4.383,-4.596,0.214,123,175,-2.73,-1.699,-1.03,12.354,4.784,0.7000000000000001,2.1,-1.4,4.1,0.0683,True,True
145,III,268.1445,22483,22702,A,A,primer-cosmos-west,primer-cosmos-west,True,7.1355,5.4312,1.7043,-4.222,-3.806,0.416,102,48,-1.86,-3.062,1.202,5.548,16.784,2.7,2.2,0.5,2.84,0.0473,True,True
146,III,267.8075,33774,67270,A,A,primer-uds-north,primer-uds-north,True,7.1376,5.6651,1.4725,-5.07,-4.106,0.964,241,84,-1.556,-2.492,0.936,4.193,9.928,2.9000000000000004,1.3,1.6,4.35,0.0726,True,True
147,III,267.7585,37563,46221,A,A,gds,gds,True,5.7131,4.0452,1.6679,-5.356,-4.548,0.808,281,158,-0.801,-1.771,0.97,2.091,5.111,0.1,-99.0,99.1,1.07,0.0178,True,True
148,III,267.60749999999996,29303,35367,A,A,gds,gds,True,5.986,5.4895,0.4965,-5.076,-3.899,1.177,245,56,-1.415,-3.012,1.597,3.681,16.019,2.0,2.3000000000000003,-0.3,1.65,0.0275,True,True
149,III,267.2715,16999,52141,A,A,primer-uds-north,primer-uds-north,True,4.2059,7.1301,2.9241,-4.034,-4.607,0.572,72,179,-2.982,-1.557,-1.425,15.582,4.194,1.1,3.0,-1.9,5.0,0.0833,True,True
150,III,267.25,28500,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,5.429,6.411,0.982,-4.306,-4.715,0.409,116,197,-3.01,-1.605,-1.405,15.999,4.385,2.8000000000000003,0.5,2.3,3.6,0.0599,True,True
151,III,267.19050000000004,22702,31319,A,A,primer-cosmos-west,primer-cosmos-west,True,5.4312,6.3339,0.9027,-3.806,-4.541,0.735,48,155,-3.062,-1.33,-1.732,16.784,3.404,2.2,2.8000000000000003,-0.6,2.73,0.0456,True,True
152,III,267.0615,10404,52141,A,A,primer-uds-north,primer-uds-north,True,5.656,7.1301,1.4741,-3.982,-4.607,0.625,64,179,-3.181,-1.557,-1.624,18.724,4.194,2.2,3.0,-0.8,4.24,0.0707,True,True
153,III,266.923,21620,28500,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.429,2.6582,-4.626,-4.306,0.32,182,116,-2.061,-3.01,0.949,6.675,15.999,3.7,2.8000000000000003,0.9,2.45,0.0409,True,True
154,III,266.87350000000004,22702,30073,A,A,primer-cosmos-west,primer-cosmos-west,True,5.4312,6.0041,0.5729,-3.806,-4.712,0.906,48,194,-3.062,-1.84,-1.222,16.784,5.445,2.2,1.0,1.2,4.73,0.0789,True,True
155,III,266.85900000000004,16053,32147,A,A,gds,gds,True,6.9018,4.6032,2.2986,-5.374,-4.148,1.226,284,93,-0.79,-1.802,1.012,2.07,5.257,2.0,2.6,-0.6,4.47,0.0744,True,True
156,III,266.3115,18540,26495,A,A,primer-cosmos-west,primer-cosmos-west,True,8.9337,5.0196,3.9141,-4.869,-4.014,0.855,219,69,-2.025,-2.764,0.739,6.458,12.75,1.7000000000000002,1.8,-0.1,4.23,0.0705,True,True
157,III,266.042,57494,60046,A,A,primer-uds-south,primer-uds-south,True,4.024,5.4628,1.4388,-4.008,-5.145,1.137,67,254,-1.784,-0.977,-0.807,5.173,2.46,1.6,1.0,0.6,0.6,0.0101,True,True
158,III,265.773,25430,68947,A,A,primer-uds-south,primer-uds-south,True,7.1282,5.656,1.4722,-4.556,-3.973,0.583,162,62,-2.014,-3.138,1.124,6.389,17.991,2.7,2.2,0.5,4.76,0.0793,True,True
159,I_conflict,265.487,27072,40209,A,A,primer-cosmos-east,primer-cosmos-east,True,4.9571,5.4609,0.5038,-2.262,-4.799,2.536,37,206,0.1,-2.237,2.337,0.912,7.851,0.0,1.4,-1.4,3.99,0.0665,False,True
160,III,265.396,43445,50988,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6969,4.5265,1.1704,-5.795,-4.046,1.748,295,73,-1.457,-2.465,1.008,3.826,9.68,0.5,1.7000000000000002,-1.2,3.63,0.0605,True,True
161,I,265.1945,22358,66511,A,A,primer-uds-south,primer-uds-south,True,4.6765,7.1308,2.4543,-5.19,-4.004,1.186,259,66,-1.055,-4.011,2.956,2.643,40.221,0.0,3.2,-3.2,4.78,0.0797,False,False
162,III,265.1395,1470,18892,A,A,primer-uds-north,primer-uds-north,True,5.3968,4.7295,0.6673,-5.268,-4.592,0.676,269,172,-1.377,-2.674,1.297,3.555,11.736,1.1,1.0,0.1,2.01,0.0335,True,True
163,III,264.9675,8559,43738,A,A,primer-uds-north,primer-uds-north,True,7.9365,5.0901,2.8465,-4.517,-4.063,0.454,145,78,-1.912,-2.685,0.773,5.818,11.862,3.9,1.7000000000000002,2.2,4.3,0.0717,True,True
164,III,264.94949999999994,42656,51657,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6854,4.7941,0.8913,-4.811,-4.096,0.716,209,83,-1.289,-2.491,1.202,3.277,9.913,3.9,1.4,2.5,3.67,0.0611,True,True
165,III,264.85450000000003,47021,48983,A,A,ceers-full,ceers-full,True,8.0231,7.1368,0.8863,-5.003,-3.536,1.467,234,41,-1.44,-2.691,1.251,3.767,11.927,0.9,2.7,-1.8,0.19,0.0032,True,True
166,III,264.54650000000004,55490,67137,A,A,ceers-full,ceers-full,True,7.1493,7.4965,0.3471,-3.522,-4.25,0.728,40,108,-2.338,-0.488,-1.85,8.618,1.568,2.7,3.9,-1.2,4.19,0.0699,True,True
167,III_weak,264.529,22388,46221,A,A,gds,gds,True,7.1819,4.0452,3.1366,-2.943,-4.548,1.606,38,158,-0.785,-1.771,0.986,2.062,5.111,0.2,-99.0,99.2,3.08,0.0513,True,False
168,III,264.301,60774,72956,A,A,ceers-full,ceers-full,True,5.2848,8.9042,3.6194,-4.075,-4.596,0.522,79,175,-2.187,-1.699,-0.487,7.495,4.784,2.2,2.1,0.1,4.05,0.0675,True,True
169,III_weak,263.755,27072,32928,A,A,primer-cosmos-east,primer-cosmos-east,True,4.9571,4.4581,0.499,-2.262,-4.027,1.764,37,71,0.1,-2.067,2.167,0.912,6.712,0.0,1.7000000000000002,-1.7,3.99,0.0665,True,False
170,III,263.7105,18540,28500,A,A,primer-cosmos-west,primer-cosmos-west,True,8.9337,5.429,3.5047,-4.869,-4.306,0.563,219,116,-2.025,-3.01,0.985,6.458,15.999,1.7000000000000002,2.8000000000000003,-1.1,3.35,0.0558,True,True
171,III,263.5155,24464,47021,A,A,ceers-full,ceers-full,True,5.6554,8.0231,2.3677,-4.238,-5.003,0.765,106,234,-2.141,-1.44,-0.701,7.184,3.767,2.7,0.9,1.8,4.25,0.0708,True,True
172,III,262.85249999999996,52141,61298,A,A,primer-uds-north,primer-uds-north,True,7.1301,5.2426,1.8875,-4.607,-4.394,0.213,179,124,-1.557,-2.719,1.163,4.194,12.237,3.0,1.6,1.4,3.3,0.055,True,True
173,III,262.82,16999,31645,A,A,primer-uds-north,primer-uds-north,True,4.2059,4.7559,0.55,-4.034,-4.758,0.724,72,203,-2.982,-1.725,-1.257,15.582,4.897,1.1,0.8,0.3,1.55,0.0258,True,True
174,III,262.6,50300,51657,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6961,4.7941,0.902,-5.795,-4.096,1.699,296,83,-1.429,-2.491,1.062,3.728,9.913,0.5,1.4,-0.9,1.26,0.021,True,True
175,III,262.012,63106,67137,A,A,ceers-full,ceers-full,True,5.6557,7.4965,1.8408,-3.95,-4.25,0.3,60,108,-2.097,-0.488,-1.608,6.896,1.568,2.2,3.9,-1.7,1.78,0.0297,True,True
176,III,261.937,55634,57494,A,A,primer-uds-south,primer-uds-south,True,6.8798,4.024,2.8558,-4.423,-4.008,0.415,127,67,-0.551,-1.784,1.233,1.661,5.173,0.1,1.6,-1.5,0.3,0.005,True,True
177,III,261.8595,24081,36327,A,A,primer-uds-north,primer-uds-north,True,5.6564,7.8617,2.2053,-4.252,-5.129,0.876,110,251,-2.416,-1.766,-0.65,9.254,5.086,1.8,0.7000000000000001,1.1,4.36,0.0727,True,True
178,III,261.826,20010,57051,A,A,ceers-full,ceers-full,True,8.9344,5.6681,3.2664,-4.968,-4.281,0.686,228,113,-1.495,-1.94,0.445,3.964,5.971,3.7,2.3000000000000003,1.4,3.41,0.0568,True,True
179,III,261.642,40589,42093,A,A,ceers-full,ceers-full,True,8.0067,6.4459,1.5608,-4.478,-3.857,0.621,140,52,-2.066,-3.058,0.992,6.703,16.711,3.3000000000000003,1.7000000000000002,1.6,2.8,0.0467,True,True
180,III,261.3505,61378,64273,A,A,primer-uds-north,primer-uds-north,True,7.4583,7.1316,0.3267,-5.262,-4.962,0.3,267,227,-1.003,-2.553,1.549,2.52,10.497,2.2,2.0,0.2,0.92,0.0154,True,True
181,III,261.251,1544,1939,A,A,primer-uds-north,primer-uds-north,True,5.4635,4.3621,1.1014,-5.142,-4.526,0.616,252,148,-0.976,-2.601,1.625,2.456,10.972,1.0,1.3,-0.3,1.54,0.0256,True,True
182,I_conflict,261.239,27072,31668,A,A,primer-cosmos-east,primer-cosmos-east,True,4.9571,5.6077,0.6506,-2.262,-3.833,1.571,37,51,0.1,-2.687,2.787,0.912,11.876,0.0,1.6,-1.6,4.05,0.0674,False,True
183,III,261.233,28748,59626,A,A,ceers-full,ceers-full,True,4.753,6.3671,1.6142,-3.889,-4.189,0.299,54,100,-2.524,-1.364,-1.161,10.224,3.511,1.3,0.9,0.4,2.88,0.0479,True,True
184,III,260.931,14487,16083,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1693,4.5779,2.5914,-5.535,-4.498,1.037,288,142,-1.641,-2.059,0.419,4.531,6.663,2.0,1.0,1.0,1.73,0.0288,True,True
185,III,260.747,18892,48927,A,A,primer-uds-north,primer-uds-north,True,4.7295,7.9073,3.1778,-4.592,-5.073,0.481,172,242,-2.674,-1.601,-1.073,11.736,4.368,1.0,2.8000000000000003,-1.8,2.94,0.0491,True,True
186,III_weak,260.52750000000003,44435,55634,A,A,primer-uds-south,primer-uds-south,True,5.1733,6.8798,1.7065,-4.854,-4.423,0.431,217,127,-2.591,-0.551,-2.04,10.873,1.661,1.1,0.1,1.0,1.25,0.0208,True,False
187,III,260.4225,15393,16563,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6895,5.022,0.6675,-5.55,-4.017,1.532,290,70,-1.577,-2.766,1.189,4.274,12.775,1.4,1.8,-0.4,2.49,0.0415,True,True
188,III_weak,260.366,22388,35367,A,A,gds,gds,True,7.1819,5.4895,1.6924,-2.943,-3.899,0.956,38,56,-0.785,-3.012,2.226,2.062,16.019,0.2,2.3000000000000003,-2.1,1.55,0.0259,True,False
189,III,260.32050000000004,1381,16999,A,A,primer-uds-north,primer-uds-north,True,5.6626,4.2059,1.4567,-5.288,-4.034,1.254,274,72,-2.364,-2.982,0.617,8.826,15.582,3.1,1.1,2.0,4.38,0.0729,True,True
190,III,260.12850000000003,39711,60446,A,A,primer-uds-south,primer-uds-south,True,5.462,4.3661,1.0959,-5.308,-4.53,0.778,275,152,-1.568,-2.575,1.007,4.238,10.713,1.5,1.2000000000000002,0.3,2.54,0.0423,True,True
191,III,259.891,67076,69772,A,A,primer-uds-south,primer-uds-south,True,7.9368,5.4294,2.5074,-4.528,-3.832,0.696,149,50,-1.909,-2.537,0.628,5.804,10.35,3.9,2.7,1.2,0.45,0.0075,True,True
192,III,259.802,60046,60446,A,A,primer-uds-south,primer-uds-south,True,5.4628,4.3661,1.0968,-5.145,-4.53,0.615,254,152,-0.977,-2.575,1.598,2.46,10.713,1.0,1.2000000000000002,-0.2,1.54,0.0256,True,True
193,III,259.606,48927,69921,A,A,primer-uds-north,primer-uds-north,True,7.9073,5.6549,2.2524,-5.073,-4.553,0.519,242,161,-1.601,-2.906,1.305,4.368,14.531,2.8000000000000003,2.8000000000000003,0.0,2.51,0.0419,True,True
194,III,259.54949999999997,1544,32237,A,A,primer-uds-north,primer-uds-north,True,5.4635,4.6122,0.8513,-5.142,-3.896,1.246,252,55,-0.976,-2.263,1.288,2.456,8.04,1.0,1.2000000000000002,-0.2,4.15,0.0692,True,True
195,III,259.491,36327,66007,A,A,primer-uds-north,primer-uds-north,True,7.8617,4.5963,3.2654,-5.129,-4.557,0.572,251,163,-1.766,-2.733,0.967,5.086,12.397,0.7000000000000001,0.7000000000000001,0.0,4.14,0.0691,True,True
196,III,259.327,8559,11219,A,A,primer-uds-north,primer-uds-north,True,7.9365,5.4287,2.5078,-4.517,-3.83,0.687,145,49,-1.912,-2.534,0.622,5.818,10.317,3.9,2.7,1.2,0.45,0.0075,True,True
197,III,258.793,42464,50325,A,A,primer-cosmos-east,primer-cosmos-east,True,5.3675,6.4277,1.0602,-4.089,-5.032,0.943,81,238,-1.971,-1.079,-0.892,6.143,2.702,2.3000000000000003,0.1,2.2,2.62,0.0437,True,True
198,III,258.69849999999997,28491,36162,A,A,primer-cosmos-west,primer-cosmos-west,True,5.5851,6.411,0.8259,-4.123,-4.715,0.592,90,197,-2.776,-1.605,-1.171,12.896,4.385,2.0,0.5,1.5,3.83,0.0638,True,True
199,I_conflict,258.4445,15393,27072,A,A,primer-cosmos-east,primer-cosmos-east,True,5.6895,4.9571,0.7323,-5.55,-2.262,3.287,290,37,-1.577,0.1,-1.677,4.274,0.912,1.4,0.0,1.4,4.33,0.0721,False,True
200,III,258.37,21620,28491,A,A,primer-cosmos-west,primer-cosmos-west,True,8.0871,5.5851,2.502,-4.626,-4.123,0.503,182,90,-2.061,-2.776,0.715,6.675,12.896,3.7,2.0,1.7,2.35,0.0392,True,True
201,III,258.28,19416,44681,A,A,primer-uds-north,primer-uds-north,True,5.4332,4.5812,0.852,-5.405,-4.45,0.955,285,129,-1.38,-2.317,0.937,3.565,8.448,1.9,0.8,1.1,3.55,0.0592,True,True
202,III,258.2345,43738,55902,A,A,primer-uds-north,primer-uds-north,True,5.0901,8.6704,3.5803,-4.063,-4.714,0.651,78,195,-2.685,-1.885,-0.8,11.862,5.677,1.7000000000000002,2.9000000000000004,-1.2,3.34,0.0557,True,True
203,III,257.9575,63106,72956,A,A,ceers-full,ceers-full,True,5.6557,8.9042,3.2485,-3.95,-4.596,0.646,60,175,-2.097,-1.699,-0.397,6.896,4.784,2.2,2.1,0.1,4.46,0.0743,True,True
204,I_conflict,257.767,22388,23868,A,A,gds,gds,True,7.1819,8.9276,1.7458,-2.943,-5.234,2.291,38,261,-0.785,-2.742,1.957,2.062,12.498,0.2,2.6,-2.4,1.5,0.025,False,True
205,III,257.7035,12234,47021,A,A,ceers-full,ceers-full,True,6.1422,8.0231,1.8809,-4.0,-5.003,1.003,65,234,-2.028,-1.44,-0.588,6.475,3.767,1.7000000000000002,0.9,0.8,4.04,0.0674,True,True
206,III,257.665,25430,37751,A,A,primer-uds-south,primer-uds-south,True,7.1282,5.3592,1.769,-4.556,-3.945,0.611,162,59,-2.014,-2.87,0.856,6.389,14.058,2.7,2.1,0.6,3.84,0.0639,True,True
207,III,257.646,14487,16408,A,A,primer-cosmos-east,primer-cosmos-east,True,7.1693,4.5749,2.5944,-5.535,-4.505,1.031,288,144,-1.641,-1.996,0.356,4.531,6.287,2.0,1.1,0.9,2.07,0.0345,True,True
208,III,257.534,3099,29303,A,A,gds,gds,True,5.4584,5.986,0.5276,-4.466,-5.076,0.609,134,245,-2.642,-1.415,-1.227,11.392,3.681,2.7,2.0,0.7,4.58,0.0764,True,True
209,III_weak,257.473,22388,39509,A,A,gds,gds,True,7.1819,4.2877,2.8942,-2.943,-5.284,2.342,38,271,-0.785,-1.762,0.976,2.062,5.066,0.2,0.8,-0.6,3.34,0.0557,True,False
210,III,257.401,11219,15257,A,A,primer-uds-north,primer-uds-north,True,5.4287,6.9201,1.4914,-3.83,-4.731,0.901,49,201,-2.534,-1.774,-0.76,10.317,5.126,2.7,1.3,1.4,2.39,0.0398,True,True
211,III,257.2305,17986,60046,A,A,primer-uds-south,primer-uds-south,True,4.9401,5.4628,0.5227,-3.587,-5.145,1.558,43,254,-2.13,-0.977,-1.153,7.113,2.46,0.9,1.0,-0.1,4.55,0.0759,True,True
212,III,257.2275,16053,18537,A,A,gds,gds,True,6.9018,4.2773,2.6245,-5.374,-4.812,0.562,284,210,-0.79,-1.41,0.62,2.07,3.665,2.0,1.2000000000000002,0.8,1.45,0.0242,True,True
213,III,257.0925,48927,57944,A,A,primer-uds-north,primer-uds-north,True,7.9073,5.2898,2.6175,-5.073,-4.472,0.601,242,137,-1.601,-2.197,0.596,4.368,7.561,2.8000000000000003,1.7000000000000002,1.1,4.66,0.0776,True,True
214,III,256.682,3992,15257,A,A,primer-uds-north,primer-uds-north,True,5.6593,6.9201,1.2608,-4.053,-4.731,0.679,75,201,-2.723,-1.774,-0.948,12.278,5.126,1.6,1.3,0.3,4.07,0.0678,True,True
215,III,256.456,14076,28748,A,A,ceers-full,ceers-full,True,5.6614,4.753,0.9084,-4.855,-3.889,0.966,218,54,-1.647,-2.524,0.877,4.557,10.224,1.9,1.3,0.6,1.24,0.0207,True,True
216,III,256.223,27765,43445,A,A,primer-cosmos-east,primer-cosmos-east,True,5.1726,5.6969,0.5242,-4.457,-5.795,1.337,133,295,-2.222,-1.457,-0.765,7.74,3.826,2.2,0.5,1.7,4.74,0.079,True,True
217,III,256.212,14605,32147,A,A,gds,gds,True,6.9281,4.6032,2.3248,-4.925,-4.148,0.778,223,93,-0.742,-1.802,1.06,1.981,5.257,2.5,2.6,-0.1,2.96,0.0494,True,True
218,III,256.046,8559,32237,A,A,primer-uds-north,primer-uds-north,True,7.9365,4.6122,3.3244,-4.517,-3.896,0.621,145,55,-1.912,-2.263,0.351,5.818,8.04,3.9,1.2000000000000002,2.7,3.67,0.0612,True,True
219,III,255.921,14381,16053,A,A,gds,gds,True,5.4444,6.9018,1.4574,-5.162,-5.374,0.212,256,284,-1.944,-0.79,-1.154,5.992,2.07,3.0,2.0,1.0,4.4,0.0734,True,True
220,III,255.9095,61010,69921,A,A,primer-uds-north,primer-uds-north,True,7.1342,5.6549,1.4793,-5.287,-4.553,0.734,273,161,-1.572,-2.906,1.334,4.253,14.531,1.0,2.8000000000000003,-1.8,2.79,0.0466,True,True
221,III,255.33500000000004,50325,51514,A,A,primer-cosmos-east,primer-cosmos-east,True,6.4277,4.4367,1.991,-5.032,-4.118,0.914,238,87,-1.079,-2.14,1.061,2.702,7.18,0.1,1.9,-1.8,1.45,0.0242,True,True
222,III,255.159,18540,28491,A,A,primer-cosmos-west,primer-cosmos-west,True,8.9337,5.5851,3.3486,-4.869,-4.123,0.746,219,90,-2.025,-2.776,0.751,6.458,12.896,1.7000000000000002,2.0,-0.3,3.25,0.0542,True,True
223,III,254.91899999999998,23054,36985,A,A,ceers-full,ceers-full,True,6.8683,5.6537,1.2146,-4.611,-4.161,0.45,180,97,-1.835,-2.899,1.064,5.421,14.441,2.1,2.0,0.1,3.69,0.0616,True,True
224,III,254.6485,30520,51593,A,A,primer-uds-south,primer-uds-south,True,5.3498,4.4579,0.8919,-5.029,-4.455,0.574,237,132,-1.513,-3.094,1.581,4.028,17.278,0.9,1.0,-0.1,2.5,0.0416,True,True
225,III,254.5505,7242,15233,A,A,primer-cosmos-west,primer-cosmos-west,True,5.6588,4.986,0.6727,-5.357,-4.455,0.902,282,131,-1.376,-2.324,0.948,3.55,8.501,2.0,0.8,1.2,4.99,0.0832,True,True
226,III,254.441,23636,35367,A,A,gds,gds,True,7.1328,5.4895,1.6434,-4.602,-3.899,0.703,176,56,-2.237,-3.012,0.774,7.851,16.019,3.6,2.3000000000000003,1.3,4.08,0.068,True,True
227,III,254.331,20010,61323,A,A,ceers-full,ceers-full,True,8.9344,7.127,1.8074,-4.968,-4.499,0.469,228,143,-1.495,-2.358,0.863,3.964,8.772,3.7,1.7000000000000002,2.0,3.73,0.0621,True,True
